,rider,stage_results_id,rank,team,points,Type
375,Boasson Hagen Edvald,3,27,Team Dimension Data,0.0,Medium mountain stage
376,Boasson Hagen Edvald,4,11,Team Dimension Data,8.0,Flat stage
377,Boasson Hagen Edvald,5,94,Team Dimension Data,0.0,Medium mountain stage
378,Boasson Hagen Edvald,6,13,Team Dimension Data,4.0,Flat stage
379,Boasson Hagen Edvald,7,2,Team Dimension Data,70.0,Flat stage
380,Boasson Hagen Edvald,8,120,Team Dimension Data,0.0,Medium mountain stage
381,Boasson Hagen Edvald,9,101,Team Dimension Data,0.0,High mountain stage
382,Boasson Hagen Edvald,10,10,Team Dimension Data,10.0,Flat stage
383,Boasson Hagen Edvald,11,3,Team Dimension Data,50.0,Flat stage
384,Boasson Hagen Edvald,12,123,Team Dimension Data,0.0,High mountain stage
385,Boasson Hagen Edvald,13,127,Team Dimension Data,0.0,High mountain stage
386,Boasson Hagen Edvald,14,3,Team Dimension Data,50.0,Medium mountain stage
387,Boasson Hagen Edvald,15,134,Team Dimension Data,0.0,Medium mountain stage
388,Boasson Hagen Edvald,16,2,Team Dimension Data,70.0,Medium mountain stage
389,Boasson Hagen Edvald,17,99,Team Dimension Data,0.0,High mountain stage
390,Boasson Hagen Edvald,18,138,Team Dimension Data,0.0,High mountain stage
391,Boasson Hagen Edvald,19,1,Team Dimension Data,100.0,Flat stage
392,Boasson Hagen Edvald,20,112,Team Dimension Data,0.0,Individual time trial
393,Boasson Hagen Edvald,21,3,Team Dimension Data,50.0,Flat stage
394,Bodnar Maciej,1,25,BORA - hansgrohe,0.0,Individual time trial
395,Bodnar Maciej,2,104,BORA - hansgrohe,0.0,Flat stage
396,Bodnar Maciej,3,136,BORA - hansgrohe,0.0,Medium mountain stage
397,Bodnar Maciej,4,177,BORA - hansgrohe,0.0,Flat stage
398,Bodnar Maciej,5,141,BORA - hansgrohe,0.0,Medium mountain stage
399,Bodnar Maciej,6,112,BORA - hansgrohe,0.0,Flat stage
400,Bodnar Maciej,7,65,BORA - hansgrohe,0.0,Flat stage
401,Bodnar Maciej,8,119,BORA - hansgrohe,0.0,Medium mountain stage
402,Bodnar Maciej,9,157,BORA - hansgrohe,0.0,High mountain stage
403,Bodnar Maciej,10,121,BORA - hansgrohe,0.0,Flat stage
404,Bodnar Maciej,11,54,BORA - hansgrohe,0.0,Flat stage
405,Bodnar Maciej,12,171,BORA - hansgrohe,0.0,High mountain stage
406,Bodnar Maciej,13,130,BORA - hansgrohe,0.0,High mountain stage
407,Bodnar Maciej,14,77,BORA - hansgrohe,0.0,Medium mountain stage
408,Bodnar Maciej,15,170,BORA - hansgrohe,0.0,Medium mountain stage
409,Bodnar Maciej,16,9,BORA - hansgrohe,14.0,Medium mountain stage
410,Bodnar Maciej,17,134,BORA - hansgrohe,0.0,High mountain stage
411,Bodnar Maciej,18,141,BORA - hansgrohe,0.0,High mountain stage
412,Bodnar Maciej,19,164,BORA - hansgrohe,0.0,Flat stage
413,Bodnar Maciej,20,1,BORA - hansgrohe,100.0,Individual time trial
414,Bodnar Maciej,21,147,BORA - hansgrohe,0.0,Flat stage
415,Bole Grega,1,136,Bahrain Merida Pro Cycling Team,0.0,Individual time trial
416,Bole Grega,2,159,Bahrain Merida Pro Cycling Team,0.0,Flat stage
417,Bole Grega,3,62,Bahrain Merida Pro Cycling Team,0.0,Medium mountain stage
418,Bole Grega,4,19,Bahrain Merida Pro Cycling Team,0.0,Flat stage
419,Bole Grega,5,161,Bahrain Merida Pro Cycling Team,0.0,Medium mountain stage
420,Bole Grega,6,168,Bahrain Merida Pro Cycling Team,0.0,Flat stage
421,Bole Grega,7,19,Bahrain Merida Pro Cycling Team,0.0,Flat stage
422,Bole Grega,8,135,Bahrain Merida Pro Cycling Team,0.0,Medium mountain stage
423,Bole Grega,9,171,Bahrain Merida Pro Cycling Team,0.0,High mountain stage
424,Bole Grega,10,153,Bahrain Merida Pro Cycling Team,0.0,Flat stage
425,Bole Grega,11,133,Bahrain Merida Pro Cycling Team,0.0,Flat stage
426,Bole Grega,12,82,Bahrain Merida Pro Cycling Team,0.0,High mountain stage
427,Bole Grega,13,108,Bahrain Merida Pro Cycling Team,0.0,High mountain stage
428,Bole Grega,14,157,Bahrain Merida Pro Cycling Team,0.0,Medium mountain stage
429,Bole Grega,15,149,Bahrain Merida Pro Cycling Team,0.0,Medium mountain stage
430,Bole Grega,16,158,Bahrain Merida Pro Cycling Team,0.0,Medium mountain stage
431,Bole Grega,17,145,Bahrain Merida Pro Cycling Team,0.0,High mountain stage
432,Bole Grega,18,126,Bahrain Merida Pro Cycling Team,0.0,High mountain stage
433,Bole Grega,19,129,Bahrain Merida Pro Cycling Team,0.0,Flat stage
434,Bole Grega,20,99,Bahrain Merida Pro Cycling Team,0.0,Individual time trial
435,Bole Grega,21,35,Bahrain Merida Pro Cycling Team,0.0,Flat stage
436,Bono Matteo,1,140,UAE Team Emirates,0.0,Individual time trial
437,Bono Matteo,2,189,UAE Team Emirates,0.0,Flat stage
438,Bono Matteo,3,155,UAE Team Emirates,0.0,Medium mountain stage
439,Bono Matteo,4,160,UAE Team Emirates,0.0,Flat stage
440,Bono Matteo,5,80,UAE Team Emirates,0.0,Medium mountain stage
441,Bono Matteo,6,126,UAE Team Emirates,0.0,Flat stage
442,Bono Matteo,7,105,UAE Team Emirates,0.0,Flat stage
443,Bono Matteo,8,102,UAE Team Emirates,0.0,Medium mountain stage
444,Bono Matteo,9,91,UAE Team Emirates,0.0,High mountain stage
445,Bono Matteo,10,95,UAE Team Emirates,0.0,Flat stage
446,Bono Matteo,11,40,UAE Team Emirates,0.0,Flat stage
447,Bono Matteo,12,119,UAE Team Emirates,0.0,High mountain stage
448,Bono Matteo,13,134,UAE Team Emirates,0.0,High mountain stage
449,Bono Matteo,14,134,UAE Team Emirates,0.0,Medium mountain stage
450,Bono Matteo,15,93,UAE Team Emirates,0.0,Medium mountain stage
451,Bono Matteo,16,59,UAE Team Emirates,0.0,Medium mountain stage
452,Bono Matteo,17,115,UAE Team Emirates,0.0,High mountain stage
453,Bono Matteo,18,87,UAE Team Emirates,0.0,High mountain stage
454,Bono Matteo,19,111,UAE Team Emirates,0.0,Flat stage
455,Bono Matteo,20,166,UAE Team Emirates,0.0,Individual time trial
456,Bono Matteo,21,146,UAE Team Emirates,0.0,Flat stage
457,Boudat Thomas,1,149,Direct Energie,0.0,Individual time trial
458,Boudat Thomas,2,172,Direct Energie,0.0,Flat stage
459,Boudat Thomas,3,179,Direct Energie,0.0,Medium mountain stage
460,Boudat Thomas,4,149,Direct Energie,0.0,Flat stage
461,Boudat Thomas,5,151,Direct Energie,0.0,Medium mountain stage
462,Boudat Thomas,6,190,Direct Energie,0.0,Flat stage
463,Boudat Thomas,7,165,Direct Energie,0.0,Flat stage
464,Boudat Thomas,8,153,Direct Energie,0.0,Medium mountain stage
465,Boudat Thomas,9,143,Direct Energie,0.0,High mountain stage
466,Boudat Thomas,10,11,Direct Energie,8.0,Flat stage
467,Boudat Thomas,11,18,Direct Energie,0.0,Flat stage
468,Boudat Thomas,12,117,Direct Energie,0.0,High mountain stage
469,Boudat Thomas,13,143,Direct Energie,0.0,High mountain stage
470,Boudat Thomas,14,114,Direct Energie,0.0,Medium mountain stage
471,Boudat Thomas,15,173,Direct Energie,0.0,Medium mountain stage
472,Boudat Thomas,16,97,Direct Energie,0.0,Medium mountain stage
473,Boudat Thomas,17,118,Direct Energie,0.0,High mountain stage
474,Boudat Thomas,18,156,Direct Energie,0.0,High mountain stage
475,Boudat Thomas,19,163,Direct Energie,0.0,Flat stage
476,Boudat Thomas,20,150,Direct Energie,0.0,Individual time trial
477,Boudat Thomas,21,14,Direct Energie,2.0,Flat stage
478,Bouet Maxime,1,97,Fortuneo - Oscaro,0.0,Individual time trial
479,Bouet Maxime,2,116,Fortuneo - Oscaro,0.0,Flat stage
480,Bouet Maxime,3,50,Fortuneo - Oscaro,0.0,Medium mountain stage
481,Bouet Maxime,4,45,Fortuneo - Oscaro,0.0,Flat stage
482,Bouet Maxime,5,53,Fortuneo - Oscaro,0.0,Medium mountain stage
483,Bouet Maxime,6,99,Fortuneo - Oscaro,0.0,Flat stage
484,Bouet Maxime,7,162,Fortuneo - Oscaro,0.0,Flat stage
485,Bouet Maxime,8,80,Fortuneo - Oscaro,0.0,Medium mountain stage
486,Bouet Maxime,9,84,Fortuneo - Oscaro,0.0,High mountain stage
487,Bouet Maxime,10,84,Fortuneo - Oscaro,0.0,Flat stage
488,Bouet Maxime,11,109,Fortuneo - Oscaro,0.0,Flat stage
489,Bouet Maxime,12,32,Fortuneo - Oscaro,0.0,High mountain stage
490,Bouet Maxime,13,31,Fortuneo - Oscaro,0.0,High mountain stage
491,Bouet Maxime,14,63,Fortuneo - Oscaro,0.0,Medium mountain stage
492,Bouet Maxime,15,97,Fortuneo - Oscaro,0.0,Medium mountain stage
493,Bouet Maxime,16,79,Fortuneo - Oscaro,0.0,Medium mountain stage
494,Bouet Maxime,17,59,Fortuneo - Oscaro,0.0,High mountain stage
495,Bouet Maxime,18,81,Fortuneo - Oscaro,0.0,High mountain stage
496,Bouet Maxime,19,118,Fortuneo - Oscaro,0.0,Flat stage
497,Bouet Maxime,20,41,Fortuneo - Oscaro,0.0,Individual time trial
498,Bouet Maxime,21,108,Fortuneo - Oscaro,0.0,Flat stage
499,Bouhanni Nacer,1,193,"Cofidis, Solutions Crédits",0.0,Individual time trial
500,Bouhanni Nacer,2,8,"Cofidis, Solutions Crédits",18.0,Flat stage
501,Bouhanni Nacer,3,141,"Cofidis, Solutions Crédits",0.0,Medium mountain stage
502,Bouhanni Nacer,4,4,"Cofidis, Solutions Crédits",40.0,Flat stage
503,Bouhanni Nacer,5,153,"Cofidis, Solutions Crédits",0.0,Medium mountain stage
504,Bouhanni Nacer,6,5,"Cofidis, Solutions Crédits",32.0,Flat stage
505,Bouhanni Nacer,7,8,"Cofidis, Solutions Crédits",18.0,Flat stage
506,Bouhanni Nacer,8,145,"Cofidis, Solutions Crédits",0.0,Medium mountain stage
507,Bouhanni Nacer,9,152,"Cofidis, Solutions Crédits",0.0,High mountain stage
508,Bouhanni Nacer,10,6,"Cofidis, Solutions Crédits",26.0,Flat stage
509,Bouhanni Nacer,11,8,"Cofidis, Solutions Crédits",18.0,Flat stage
510,Bouhanni Nacer,12,161,"Cofidis, Solutions Crédits",0.0,High mountain stage
511,Bouhanni Nacer,13,147,"Cofidis, Solutions Crédits",0.0,High mountain stage
512,Bouhanni Nacer,14,17,"Cofidis, Solutions Crédits",0.0,Medium mountain stage
513,Bouhanni Nacer,15,124,"Cofidis, Solutions Crédits",0.0,Medium mountain stage
514,Bouhanni Nacer,16,67,"Cofidis, Solutions Crédits",0.0,Medium mountain stage
515,Bouhanni Nacer,17,165,"Cofidis, Solutions Crédits",0.0,High mountain stage
516,Bouhanni Nacer,18,167,"Cofidis, Solutions Crédits",0.0,High mountain stage
517,Bouhanni Nacer,19,86,"Cofidis, Solutions Crédits",0.0,Flat stage
518,Bouhanni Nacer,20,160,"Cofidis, Solutions Crédits",0.0,Individual time trial
519,Bouhanni Nacer,21,4,"Cofidis, Solutions Crédits",40.0,Flat stage
520,Božič Borut,1,164,Bahrain Merida Pro Cycling Team,0.0,Individual time trial
521,Božič Borut,2,163,Bahrain Merida Pro Cycling Team,0.0,Flat stage
522,Božič Borut,3,185,Bahrain Merida Pro Cycling Team,0.0,Medium mountain stage
523,Božič Borut,4,106,Bahrain Merida Pro Cycling Team,0.0,Flat stage
524,Božič Borut,5,162,Bahrain Merida Pro Cycling Team,0.0,Medium mountain stage
525,Božič Borut,6,23,Bahrain Merida Pro Cycling Team,0.0,Flat stage
526,Božič Borut,7,138,Bahrain Merida Pro Cycling Team,0.0,Flat stage
527,Božič Borut,8,164,Bahrain Merida Pro Cycling Team,0.0,Medium mountain stage
528,Božič Borut,9,166,Bahrain Merida Pro Cycling Team,0.0,High mountain stage
529,Božič Borut,10,154,Bahrain Merida Pro Cycling Team,0.0,Flat stage
530,Božič Borut,11,117,Bahrain Merida Pro Cycling Team,0.0,Flat stage
531,Božič Borut,12,165,Bahrain Merida Pro Cycling Team,0.0,High mountain stage
532,Božič Borut,13,133,Bahrain Merida Pro Cycling Team,0.0,High mountain stage
533,Božič Borut,14,173,Bahrain Merida Pro Cycling Team,0.0,Medium mountain stage
534,Božič Borut,15,151,Bahrain Merida Pro Cycling Team,0.0,Medium mountain stage
535,Božič Borut,16,141,Bahrain Merida Pro Cycling Team,0.0,Medium mountain stage
536,Božič Borut,17,148,Bahrain Merida Pro Cycling Team,0.0,High mountain stage
537,Božič Borut,18,154,Bahrain Merida Pro Cycling Team,0.0,High mountain stage
538,Božič Borut,19,101,Bahrain Merida Pro Cycling Team,0.0,Flat stage
539,Božič Borut,20,140,Bahrain Merida Pro Cycling Team,0.0,Individual time trial
540,Božič Borut,21,6,Bahrain Merida Pro Cycling Team,26.0,Flat stage
541,Brajkovič Janez,1,142,Bahrain Merida Pro Cycling Team,0.0,Individual time trial
542,Brajkovič Janez,2,122,Bahrain Merida Pro Cycling Team,0.0,Flat stage
543,Brajkovič Janez,3,86,Bahrain Merida Pro Cycling Team,0.0,Medium mountain stage
544,Brajkovič Janez,4,131,Bahrain Merida Pro Cycling Team,0.0,Flat stage
545,Brajkovič Janez,5,30,Bahrain Merida Pro Cycling Team,0.0,Medium mountain stage
546,Brajkovič Janez,6,73,Bahrain Merida Pro Cycling Team,0.0,Flat stage
547,Brajkovič Janez,7,85,Bahrain Merida Pro Cycling Team,0.0,Flat stage
548,Brajkovič Janez,8,52,Bahrain Merida Pro Cycling Team,0.0,Medium mountain stage
549,Brajkovič Janez,9,43,Bahrain Merida Pro Cycling Team,0.0,High mountain stage
550,Brajkovič Janez,10,83,Bahrain Merida Pro Cycling Team,0.0,Flat stage
551,Brajkovič Janez,11,63,Bahrain Merida Pro Cycling Team,0.0,Flat stage
552,Brajkovič Janez,12,29,Bahrain Merida Pro Cycling Team,0.0,High mountain stage
553,Brajkovič Janez,13,62,Bahrain Merida Pro Cycling Team,0.0,High mountain stage
554,Brajkovič Janez,14,108,Bahrain Merida Pro Cycling Team,0.0,Medium mountain stage
555,Brajkovič Janez,15,56,Bahrain Merida Pro Cycling Team,0.0,Medium mountain stage
556,Brajkovič Janez,16,81,Bahrain Merida Pro Cycling Team,0.0,Medium mountain stage
557,Brajkovič Janez,17,132,Bahrain Merida Pro Cycling Team,0.0,High mountain stage
558,Brajkovič Janez,18,43,Bahrain Merida Pro Cycling Team,0.0,High mountain stage
559,Brajkovič Janez,19,105,Bahrain Merida Pro Cycling Team,0.0,Flat stage
560,Brajkovič Janez,20,123,Bahrain Merida Pro Cycling Team,0.0,Individual time trial
561,Brajkovič Janez,21,76,Bahrain Merida Pro Cycling Team,0.0,Flat stage
562,Brambilla Gianluca,1,128,Quick-Step Floors,0.0,Individual time trial
563,Brambilla Gianluca,2,140,Quick-Step Floors,0.0,Flat stage
564,Brambilla Gianluca,3,170,Quick-Step Floors,0.0,Medium mountain stage
565,Brambilla Gianluca,4,137,Quick-Step Floors,0.0,Flat stage
566,Brambilla Gianluca,5,67,Quick-Step Floors,0.0,Medium mountain stage
567,Brambilla Gianluca,6,53,Quick-Step Floors,0.0,Flat stage
568,Brambilla Gianluca,7,192,Quick-Step Floors,0.0,Flat stage
569,Brambilla Gianluca,8,66,Quick-Step Floors,0.0,Medium mountain stage
570,Brambilla Gianluca,9,29,Quick-Step Floors,0.0,High mountain stage
571,Brambilla Gianluca,10,142,Quick-Step Floors,0.0,Flat stage
572,Brambilla Gianluca,11,153,Quick-Step Floors,0.0,Flat stage
573,Brambilla Gianluca,12,53,Quick-Step Floors,0.0,High mountain stage
574,Brambilla Gianluca,13,50,Quick-Step Floors,0.0,High mountain stage
575,Brambilla Gianluca,14,27,Quick-Step Floors,0.0,Medium mountain stage
576,Brambilla Gianluca,15,172,Quick-Step Floors,0.0,Medium mountain stage
577,Brambilla Gianluca,16,51,Quick-Step Floors,0.0,Medium mountain stage
578,Brambilla Gianluca,17,122,Quick-Step Floors,0.0,High mountain stage
579,Brambilla Gianluca,18,34,Quick-Step Floors,0.0,High mountain stage
580,Brambilla Gianluca,19,13,Quick-Step Floors,4.0,Flat stage
581,Brambilla Gianluca,20,84,Quick-Step Floors,0.0,Individual time trial
582,Brambilla Gianluca,21,117,Quick-Step Floors,0.0,Flat stage
583,Brown Nathan,1,101,Cannondale-Drapac Pro Cycling Team,0.0,Individual time trial
584,Brown Nathan,2,150,Cannondale-Drapac Pro Cycling Team,0.0,Flat stage
585,Brown Nathan,3,189,Cannondale-Drapac Pro Cycling Team,0.0,Medium mountain stage
586,Brown Nathan,4,134,Cannondale-Drapac Pro Cycling Team,0.0,Flat stage
587,Brown Nathan,5,70,Cannondale-Drapac Pro Cycling Team,0.0,Medium mountain stage
588,Brown Nathan,6,135,Cannondale-Drapac Pro Cycling Team,0.0,Flat stage
589,Brown Nathan,7,114,Cannondale-Drapac Pro Cycling Team,0.0,Flat stage
590,Brown Nathan,8,9,Cannondale-Drapac Pro Cycling Team,14.0,Medium mountain stage
591,Brown Nathan,9,104,Cannondale-Drapac Pro Cycling Team,0.0,High mountain stage
592,Brown Nathan,10,107,Cannondale-Drapac Pro Cycling Team,0.0,Flat stage
593,Brown Nathan,11,96,Cannondale-Drapac Pro Cycling Team,0.0,Flat stage
594,Brown Nathan,12,22,Cannondale-Drapac Pro Cycling Team,0.0,High mountain stage
595,Brown Nathan,13,118,Cannondale-Drapac Pro Cycling Team,0.0,High mountain stage
596,Brown Nathan,14,64,Cannondale-Drapac Pro Cycling Team,0.0,Medium mountain stage
597,Brown Nathan,15,59,Cannondale-Drapac Pro Cycling Team,0.0,Medium mountain stage
598,Brown Nathan,16,78,Cannondale-Drapac Pro Cycling Team,0.0,Medium mountain stage
599,Brown Nathan,17,42,Cannondale-Drapac Pro Cycling Team,0.0,High mountain stage
600,Brown Nathan,18,89,Cannondale-Drapac Pro Cycling Team,0.0,High mountain stage
601,Brown Nathan,19,51,Cannondale-Drapac Pro Cycling Team,0.0,Flat stage
602,Brown Nathan,20,129,Cannondale-Drapac Pro Cycling Team,0.0,Individual time trial
603,Brown Nathan,21,109,Cannondale-Drapac Pro Cycling Team,0.0,Flat stage
604,Buchmann Emanuel,1,33,BORA - hansgrohe,0.0,Individual time trial
605,Buchmann Emanuel,2,111,BORA - hansgrohe,0.0,Flat stage
606,Buchmann Emanuel,3,28,BORA - hansgrohe,0.0,Medium mountain stage
607,Buchmann Emanuel,4,50,BORA - hansgrohe,0.0,Flat stage
608,Buchmann Emanuel,5,22,BORA - hansgrohe,0.0,Medium mountain stage
609,Buchmann Emanuel,6,55,BORA - hansgrohe,0.0,Flat stage
610,Buchmann Emanuel,7,59,BORA - hansgrohe,0.0,Flat stage
611,Buchmann Emanuel,8,14,BORA - hansgrohe,2.0,Medium mountain stage
612,Buchmann Emanuel,9,24,BORA - hansgrohe,0.0,High mountain stage
613,Buchmann Emanuel,10,57,BORA - hansgrohe,0.0,Flat stage
614,Buchmann Emanuel,11,37,BORA - hansgrohe,0.0,Flat stage
615,Buchmann Emanuel,12,23,BORA - hansgrohe,0.0,High mountain stage
616,Buchmann Emanuel,13,20,BORA - hansgrohe,0.0,High mountain stage
617,Buchmann Emanuel,14,29,BORA - hansgrohe,0.0,Medium mountain stage
618,Buchmann Emanuel,15,39,BORA - hansgrohe,0.0,Medium mountain stage
619,Buchmann Emanuel,16,33,BORA - hansgrohe,0.0,Medium mountain stage
620,Buchmann Emanuel,17,22,BORA - hansgrohe,0.0,High mountain stage
621,Buchmann Emanuel,18,31,BORA - hansgrohe,0.0,High mountain stage
622,Buchmann Emanuel,19,84,BORA - hansgrohe,0.0,Flat stage
623,Buchmann Emanuel,20,72,BORA - hansgrohe,0.0,Individual time trial
624,Buchmann Emanuel,21,106,BORA - hansgrohe,0.0,Flat stage
625,Burghardt Marcus,1,172,BORA - hansgrohe,0.0,Individual time trial
626,Burghardt Marcus,2,86,BORA - hansgrohe,0.0,Flat stage
627,Burghardt Marcus,3,159,BORA - hansgrohe,0.0,Medium mountain stage
628,Burghardt Marcus,4,150,BORA - hansgrohe,0.0,Flat stage
629,Burghardt Marcus,5,96,BORA - hansgrohe,0.0,Medium mountain stage
630,Burghardt Marcus,6,110,BORA - hansgrohe,0.0,Flat stage
631,Burghardt Marcus,7,67,BORA - hansgrohe,0.0,Flat stage
632,Burghardt Marcus,8,130,BORA - hansgrohe,0.0,Medium mountain stage
633,Burghardt Marcus,9,159,BORA - hansgrohe,0.0,High mountain stage
634,Burghardt Marcus,10,128,BORA - hansgrohe,0.0,Flat stage
635,Burghardt Marcus,11,127,BORA - hansgrohe,0.0,Flat stage
636,Burghardt Marcus,12,143,BORA - hansgrohe,0.0,High mountain stage
637,Burghardt Marcus,13,165,BORA - hansgrohe,0.0,High mountain stage
638,Burghardt Marcus,14,61,BORA - hansgrohe,0.0,Medium mountain stage
639,Burghardt Marcus,15,61,BORA - hansgrohe,0.0,Medium mountain stage
640,Burghardt Marcus,16,130,BORA - hansgrohe,0.0,Medium mountain stage
641,Burghardt Marcus,17,73,BORA - hansgrohe,0.0,High mountain stage
642,Burghardt Marcus,18,164,BORA - hansgrohe,0.0,High mountain stage
643,Burghardt Marcus,19,109,BORA - hansgrohe,0.0,Flat stage
644,Burghardt Marcus,20,73,BORA - hansgrohe,0.0,Individual time trial
645,Burghardt Marcus,21,157,BORA - hansgrohe,0.0,Flat stage
646,Calmejane Lilian,1,67,Direct Energie,0.0,Individual time trial
647,Calmejane Lilian,2,38,Direct Energie,0.0,Flat stage
648,Calmejane Lilian,3,73,Direct Energie,0.0,Medium mountain stage
649,Calmejane Lilian,4,43,Direct Energie,0.0,Flat stage
650,Calmejane Lilian,5,36,Direct Energie,0.0,Medium mountain stage
651,Calmejane Lilian,6,50,Direct Energie,0.0,Flat stage
652,Calmejane Lilian,7,13,Direct Energie,4.0,Flat stage
653,Calmejane Lilian,8,1,Direct Energie,100.0,Medium mountain stage
654,Calmejane Lilian,9,121,Direct Energie,0.0,High mountain stage
655,Calmejane Lilian,10,149,Direct Energie,0.0,Flat stage
656,Calmejane Lilian,11,35,Direct Energie,0.0,Flat stage
657,Calmejane Lilian,12,38,Direct Energie,0.0,High mountain stage
658,Calmejane Lilian,13,59,Direct Energie,0.0,High mountain stage
659,Calmejane Lilian,14,21,Direct Energie,0.0,Medium mountain stage
660,Calmejane Lilian,15,7,Direct Energie,22.0,Medium mountain stage
661,Calmejane Lilian,16,71,Direct Energie,0.0,Medium mountain stage
662,Calmejane Lilian,17,50,Direct Energie,0.0,High mountain stage
663,Calmejane Lilian,18,102,Direct Energie,0.0,High mountain stage
664,Calmejane Lilian,19,11,Direct Energie,8.0,Flat stage
665,Calmejane Lilian,20,27,Direct Energie,0.0,Individual time trial
666,Calmejane Lilian,21,67,Direct Energie,0.0,Flat stage
667,Caruso Damiano,1,48,BMC Racing Team,0.0,Individual time trial
